113,595000 ps,warning,,113,,113,SCLK,'1','0',6
115,605000 ps,warning,,115,,115,SCLK,'1','0',6
117,615000 ps,warning,,117,,117,SCLK,'1','0',6
119,625000 ps,warning,,119,,119,SCLK,'1','0',6
121,635000 ps,warning,,121,,121,SCLK,'1','0',6
123,645000 ps,warning,,123,,123,SCLK,'1','0',6
125,655000 ps,warning,,125,,125,SCLK,'1','0',6
127,665000 ps,warning,,127,,127,SCLK,'1','0',6
129,675000 ps,warning,,129,,129,SCLK,'1','0',6
131,685000 ps,warning,,131,,131,SCLK,'1','0',6
133,695000 ps,warning,,133,,133,SCLK,'1','0',6
135,705000 ps,warning,,135,,135,SCLK,'1','0',6
137,715000 ps,warning,,137,,137,SCLK,'1','0',6
139,725000 ps,warning,,139,,139,SCLK,'1','0',6
141,735000 ps,warning,,141,,141,SCLK,'1','0',6
143,745000 ps,warning,,143,,143,SCLK,'1','0',6
145,755000 ps,warning,,145,,145,SCLK,'1','0',6
147,765000 ps,warning,,147,,147,SCLK,'1','0',6
149,775000 ps,warning,,149,,149,SCLK,'1','0',6
151,785000 ps,warning,,151,,151,SCLK,'1','0',6
153,795000 ps,warning,,153,,153,SCLK,'1','0',6
155,805000 ps,warning,,155,,155,SCLK,'1','0',6
157,815000 ps,warning,,157,,157,SCLK,'1','0',6
159,825000 ps,warning,,159,,159,SCLK,'1','0',6
161,835000 ps,warning,,161,,161,SCLK,'1','0',6
163,845000 ps,warning,,163,,163,SCLK,'1','0',6
165,855000 ps,warning,,165,,165,SCLK,'1','0',6
167,865000 ps,warning,,167,,167,SCLK,'1','0',6
169,875000 ps,warning,,169,,169,SCLK,'1','0',6
171,885000 ps,warning,,171,,171,SCLK,'1','0',6
173,895000 ps,warning,,173,,173,SCLK,'1','0',6
175,905000 ps,warning,,175,,175,SCLK,'1','0',6
177,915000 ps,warning,,177,,177,SCLK,'1','0',6
179,925000 ps,warning,,179,,179,SCLK,'1','0',6
181,935000 ps,warning,,181,,181,SCLK,'1','0',6
183,945000 ps,warning,,183,,183,SCLK,'1','0',6
185,955000 ps,warning,,185,,185,SCLK,'1','0',6
187,965000 ps,warning,,187,,187,SCLK,'1','0',6
189,975000 ps,warning,,189,,189,SCLK,'1','0',6
191,985000 ps,warning,,191,,191,SCLK,'1','0',6
193,995000 ps,warning,,193,,193,SCLK,'1','0',6
195,1005000 ps,warning,,195,,195,SCLK,'1','0',6
197,1015000 ps,warning,,197,,197,SCLK,'1','0',6
199,1025000 ps,warning,,199,,199,SCLK,'1','0',6
201,1035000 ps,warning,,201,,201,SCLK,'1','0',6
203,1045000 ps,warning,,203,,203,SCLK,'1','0',6
205,1055000 ps,warning,,205,,205,SCLK,'1','0',6
207,1065000 ps,warning,,207,,207,SCLK,'1','0',6
209,1075000 ps,warning,,209,,209,SCLK,'1','0',6
211,1085000 ps,warning,,211,,211,SCLK,'1','0',6
213,1095000 ps,warning,,213,,213,SCLK,'1','0',6
215,1105000 ps,warning,,215,,215,SCLK,'1','0',6
217,1115000 ps,warning,,217,,217,SCLK,'1','0',6
219,1125000 ps,warning,,219,,219,SCLK,'1','0',6
221,1135000 ps,warning,,221,,221,SCLK,'1','0',6
223,1145000 ps,warning,,223,,223,SCLK,'1','0',6
225,1155000 ps,warning,,225,,225,SCLK,'1','0',6
227,1165000 ps,warning,,227,,227,SCLK,'1','0',6
229,1175000 ps,warning,,229,,229,SCLK,'1','0',6
231,1185000 ps,warning,,231,,231,SCLK,'1','0',6
233,1195000 ps,warning,,233,,233,SCLK,'1','0',6
235,1205000 ps,warning,,235,,235,SCLK,'1','0',6
237,1215000 ps,warning,,237,,237,SCLK,'1','0',6
239,1225000 ps,warning,,239,,239,SCLK,'1','0',6
241,1235000 ps,warning,,241,,241,SCLK,'1','0',6
243,1245000 ps,warning,,243,,243,SCLK,'1','0',6
245,1255000 ps,warning,,245,,245,SCLK,'1','0',6
247,1265000 ps,warning,,247,,247,SCLK,'1','0',6
249,1275000 ps,warning,,249,,249,SCLK,'1','0',6
251,1285000 ps,warning,,251,,251,SCLK,'1','0',6
253,1295000 ps,warning,,253,,253,SCLK,'1','0',6
255,1305000 ps,warning,,255,,255,SCLK,'1','0',6
257,1315000 ps,warning,,257,,257,SCLK,'1','0',6
259,1325000 ps,warning,,259,,259,SCLK,'1','0',6
261,1335000 ps,warning,,261,,261,SCLK,'1','0',6
263,1345000 ps,warning,,263,,263,SCLK,'1','0',6
265,1355000 ps,warning,,265,,265,SCLK,'1','0',6
267,1365000 ps,warning,,267,,267,SCLK,'1','0',6
269,1375000 ps,warning,,269,,269,SCLK,'1','0',6
271,1385000 ps,warning,,271,,271,SCLK,'1','0',6
273,1395000 ps,warning,,273,,273,SCLK,'1','0',6
275,1405000 ps,warning,,275,,275,SCLK,'1','0',6
277,1415000 ps,warning,,277,,277,SCLK,'1','0',6
279,1425000 ps,warning,,279,,279,SCLK,'1','0',6
281,1435000 ps,warning,,281,,281,SCLK,'1','0',6
283,1445000 ps,warning,,283,,283,SCLK,'1','0',6
285,1455000 ps,warning,,285,,285,SCLK,'1','0',6
287,1465000 ps,warning,,287,,287,SCLK,'1','0',6
289,1475000 ps,warning,,289,,289,SCLK,'1','0',6
291,1485000 ps,warning,,291,,291,SCLK,'1','0',6
293,1495000 ps,warning,,293,,293,SCLK,'1','0',6
295,1505000 ps,warning,,295,,295,SCLK,'1','0',6
297,1515000 ps,warning,,297,,297,SCLK,'1','0',6
299,1525000 ps,warning,,299,,299,SCLK,'1','0',6
301,1535000 ps,warning,,301,,301,SCLK,'1','0',6
303,1545000 ps,warning,,303,,303,SCLK,'1','0',6
305,1555000 ps,warning,,305,,305,SCLK,'1','0',6
307,1565000 ps,warning,,307,,307,SCLK,'1','0',6
309,1575000 ps,warning,,309,,309,SCLK,'1','0',6
311,1585000 ps,warning,,311,,311,SCLK,'1','0',6
313,1595000 ps,warning,,313,,313,SCLK,'1','0',6
315,1605000 ps,warning,,315,,315,SCLK,'1','0',6
317,1615000 ps,warning,,317,,317,SCLK,'1','0',6
319,1625000 ps,warning,,319,,319,SCLK,'1','0',6
321,1635000 ps,warning,,321,,321,SCLK,'1','0',6
323,1645000 ps,warning,,323,,323,SCLK,'1','0',6
325,1655000 ps,warning,,325,,325,SCLK,'1','0',6
327,1665000 ps,warning,,327,,327,SCLK,'1','0',6
329,1675000 ps,warning,,329,,329,SCLK,'1','0',6
331,1685000 ps,warning,,331,,331,SCLK,'1','0',6
333,1695000 ps,warning,,333,,333,SCLK,'1','0',6
335,1705000 ps,warning,,335,,335,SCLK,'1','0',6
337,1715000 ps,warning,,337,,337,SCLK,'1','0',6
339,1725000 ps,warning,,339,,339,SCLK,'1','0',6
341,1735000 ps,warning,,341,,341,SCLK,'1','0',6
343,1745000 ps,warning,,343,,343,SCLK,'1','0',6
345,1755000 ps,warning,,345,,345,SCLK,'1','0',6
347,1765000 ps,warning,,347,,347,SCLK,'1','0',6
349,1775000 ps,warning,,349,,349,SCLK,'1','0',6
351,1785000 ps,warning,,351,,351,SCLK,'1','0',6
353,1795000 ps,warning,,353,,353,SCLK,'1','0',6
355,1805000 ps,warning,,355,,355,SCLK,'1','0',6
357,1815000 ps,warning,,357,,357,SCLK,'1','0',6
359,1825000 ps,warning,,359,,359,SCLK,'1','0',6
361,1835000 ps,warning,,361,,361,SCLK,'1','0',6
363,1845000 ps,warning,,363,,363,SCLK,'1','0',6
365,1855000 ps,warning,,365,,365,SCLK,'1','0',6
367,1865000 ps,warning,,367,,367,SCLK,'1','0',6
369,1875000 ps,warning,,369,,369,SCLK,'1','0',6
371,1885000 ps,warning,,371,,371,SCLK,'1','0',6
373,1895000 ps,warning,,373,,373,SCLK,'1','0',6
375,1905000 ps,warning,,375,,375,SCLK,'1','0',6
377,1915000 ps,warning,,377,,377,SCLK,'1','0',6
379,1925000 ps,warning,,379,,379,SCLK,'1','0',6
381,1935000 ps,warning,,381,,381,SCLK,'1','0',6
383,1945000 ps,warning,,383,,383,SCLK,'1','0',6
385,1955000 ps,warning,,385,,385,SCLK,'1','0',6
387,1965000 ps,warning,,387,,387,SCLK,'1','0',6
389,1975000 ps,warning,,389,,389,SCLK,'1','0',6
391,1985000 ps,warning,,391,,391,SCLK,'1','0',6
393,1995000 ps,warning,,393,,393,SCLK,'1','0',6
395,2005000 ps,warning,,395,,395,SCLK,'1','0',6
397,2015000 ps,warning,,397,,397,SCLK,'1','0',6
399,2025000 ps,warning,,399,,399,SCLK,'1','0',6
401,2035000 ps,warning,,401,,401,SCLK,'1','0',6
403,2045000 ps,warning,,403,,403,SCLK,'1','0',6
405,2055000 ps,warning,,405,,405,SCLK,'1','0',6
407,2065000 ps,warning,,407,,407,SCLK,'1','0',6
409,2075000 ps,warning,,409,,409,SCLK,'1','0',6
411,2085000 ps,warning,,411,,411,SCLK,'1','0',6
413,2095000 ps,warning,,413,,413,SCLK,'1','0',6
415,2105000 ps,warning,,415,,415,SCLK,'1','0',6
417,2115000 ps,warning,,417,,417,SCLK,'1','0',6
419,2125000 ps,warning,,419,,419,SCLK,'1','0',6
421,2135000 ps,warning,,421,,421,SCLK,'1','0',6
423,2145000 ps,warning,,423,,423,SCLK,'1','0',6
425,2155000 ps,warning,,425,,425,SCLK,'1','0',6
427,2165000 ps,warning,,427,,427,SCLK,'1','0',6
429,2175000 ps,warning,,429,,429,SCLK,'1','0',6
431,2185000 ps,warning,,431,,431,SCLK,'1','0',6
433,2195000 ps,warning,,433,,433,SCLK,'1','0',6
435,2205000 ps,warning,,435,,435,SCLK,'1','0',6
437,2215000 ps,warning,,437,,437,SCLK,'1','0',6
439,2225000 ps,warning,,439,,439,SCLK,'1','0',6
441,2235000 ps,warning,,441,,441,SCLK,'1','0',6
443,2245000 ps,warning,,443,,443,SCLK,'1','0',6
445,2255000 ps,warning,,445,,445,SCLK,'1','0',6
447,2265000 ps,warning,,447,,447,SCLK,'1','0',6
449,2275000 ps,warning,,449,,449,SCLK,'1','0',6
451,2285000 ps,warning,,451,,451,SCLK,'1','0',6
453,2295000 ps,warning,,453,,453,SCLK,'1','0',6
455,2305000 ps,warning,,455,,455,SCLK,'1','0',6
457,2315000 ps,warning,,457,,457,SCLK,'1','0',6
459,2325000 ps,warning,,459,,459,SCLK,'1','0',6
461,2335000 ps,warning,,461,,461,SCLK,'1','0',6
463,2345000 ps,warning,,463,,463,SCLK,'1','0',6
465,2355000 ps,warning,,465,,465,SCLK,'1','0',6
467,2365000 ps,warning,,467,,467,SCLK,'1','0',6
469,2375000 ps,warning,,469,,469,SCLK,'1','0',6
471,2385000 ps,warning,,471,,471,SCLK,'1','0',6
473,2395000 ps,warning,,473,,473,SCLK,'1','0',6
475,2405000 ps,warning,,475,,475,SCLK,'1','0',6
477,2415000 ps,warning,,477,,477,SCLK,'1','0',6
479,2425000 ps,warning,,479,,479,SCLK,'1','0',6
481,2435000 ps,warning,,481,,481,SCLK,'1','0',6
483,2445000 ps,warning,,483,,483,SCLK,'1','0',6
485,2455000 ps,warning,,485,,485,SCLK,'1','0',6
487,2465000 ps,warning,,487,,487,SCLK,'1','0',6
489,2475000 ps,warning,,489,,489,SCLK,'1','0',6
491,2485000 ps,warning,,491,,491,SCLK,'1','0',6
493,2495000 ps,warning,,493,,493,SCLK,'1','0',6
495,2505000 ps,warning,,495,,495,SCLK,'1','0',6
497,2515000 ps,warning,,497,,497,SCLK,'1','0',6
499,2525000 ps,warning,,499,,499,SCLK,'1','0',6
501,2535000 ps,warning,,501,,501,SCLK,'1','0',6
503,2545000 ps,warning,,503,,503,SCLK,'1','0',6
505,2555000 ps,warning,,505,,505,SCLK,'1','0',6
507,2565000 ps,warning,,507,,507,SCLK,'1','0',6
509,2575000 ps,warning,,509,,509,SCLK,'1','0',6
511,2585000 ps,warning,,511,,511,SCLK,'1','0',6
513,2595000 ps,warning,,513,,513,SCLK,'1','0',6
515,2605000 ps,warning,,515,,515,SCLK,'1','0',6
517,2615000 ps,warning,,517,,517,SCLK,'1','0',6
519,2625000 ps,warning,,519,,519,SCLK,'1','0',6
521,2635000 ps,warning,,521,,521,SCLK,'1','0',6
523,2645000 ps,warning,,523,,523,SCLK,'1','0',6
525,2655000 ps,warning,,525,,525,SCLK,'1','0',6
527,2665000 ps,warning,,527,,527,SCLK,'1','0',6
529,2675000 ps,warning,,529,,529,SCLK,'1','0',6
531,2685000 ps,warning,,531,,531,SCLK,'1','0',6
533,2695000 ps,warning,,533,,533,SCLK,'1','0',6
535,2705000 ps,warning,,535,,535,SCLK,'1','0',6
537,2715000 ps,warning,,537,,537,SCLK,'1','0',6
539,2725000 ps,warning,,539,,539,SCLK,'1','0',6
541,2735000 ps,warning,,541,,541,SCLK,'1','0',6
543,2745000 ps,warning,,543,,543,SCLK,'1','0',6
545,2755000 ps,warning,,545,,545,SCLK,'1','0',6
547,2765000 ps,warning,,547,,547,SCLK,'1','0',6
549,2775000 ps,warning,,549,,549,SCLK,'1','0',6
551,2785000 ps,warning,,551,,551,SCLK,'1','0',6
553,2795000 ps,warning,,553,,553,SCLK,'1','0',6
555,2805000 ps,warning,,555,,555,SCLK,'1','0',6
557,2815000 ps,warning,,557,,557,SCLK,'1','0',6
559,2825000 ps,warning,,559,,559,SCLK,'1','0',6
561,2835000 ps,warning,,561,,561,SCLK,'1','0',6
563,2845000 ps,warning,,563,,563,SCLK,'1','0',6
565,2855000 ps,warning,,565,,565,SCLK,'1','0',6
567,2865000 ps,warning,,567,,567,SCLK,'1','0',6
569,2875000 ps,warning,,569,,569,SCLK,'1','0',6
571,2885000 ps,warning,,571,,571,SCLK,'1','0',6
573,2895000 ps,warning,,573,,573,SCLK,'1','0',6
575,2905000 ps,warning,,575,,575,SCLK,'1','0',6
577,2915000 ps,warning,,577,,577,SCLK,'1','0',6
579,2925000 ps,warning,,579,,579,SCLK,'1','0',6
581,2935000 ps,warning,,581,,581,SCLK,'1','0',6
583,2945000 ps,warning,,583,,583,SCLK,'1','0',6
585,2955000 ps,warning,,585,,585,SCLK,'1','0',6
587,2965000 ps,warning,,587,,587,SCLK,'1','0',6
589,2975000 ps,warning,,589,,589,SCLK,'1','0',6
591,2985000 ps,warning,,591,,591,SCLK,'1','0',6
593,2995000 ps,warning,,593,,593,SCLK,'1','0',6
595,3005000 ps,warning,,595,,595,SCLK,'1','0',6
597,3015000 ps,warning,,597,,597,SCLK,'1','0',6
599,3025000 ps,warning,,599,,599,SCLK,'1','0',6
601,3035000 ps,warning,,601,,601,SCLK,'1','0',6
603,3045000 ps,warning,,603,,603,SCLK,'1','0',6
605,3055000 ps,warning,,605,,605,SCLK,'1','0',6
607,3065000 ps,warning,,607,,607,SCLK,'1','0',6
609,3095000 ps,warning,,611,,611,MOSI,'1','0',10
