8,22500 ps,warning,,,,1. This check failed. Expected sig_tready =  '1', got sig_tready =  '0' at n = 3.
10,27500 ps,warning,,,,2. This check failed. Expected sig_tready =  '1', got sig_tready =  '0' at n = 4.
12,32500 ps,warning,,,,3. This check failed. Expected sig_tx =  '1', got sig_tx =  '0' at n = 5.
14,43502500 ps,warning,,,,4. This check failed. Expected sig_tx =  '1', got sig_tx =  '0' at n = 21.
